상호명,상권업종대분류명,상권업종중분류명,상권업종소분류명,시도명,시군구명,행정동명,법정동명,도로명주소,경도,위도
오렌지페블,음식,비알코올 ,카페,서울특별시,마포구,서교동,서교동,서울특별시 마포구 와우산로15길 15,126.922372680545,37.5496488463995
구름뜬하늘,음식,비알코올 ,카페,서울특별시,마포구,서교동,서교동,서울특별시 마포구 와우산로27길 21,126.927084150925,37.5541338794826
빵쌀롱,음식,기타 간이,빵/도넛,서울특별시,마포구,염리동,염리동,서울특별시 마포구 백범로 129,126.945731314489,37.546408736099
비스트로사랑방,음식,서양식,경양식,서울특별시,마포구,서교동,서교동,서울특별시 마포구 와우산로15길 40,126.921159827741,37.548998032438
제이엠티푸드,음식,일식,일식 회/초밥,서울특별시,마포구,서교동,서교동,서울특별시 마포구 와우산로29마길 5,126.926891541248,37.5557269686601
삼청당,음식,기타 간이,김밥/만두/분식,서울특별시,마포구,서강동,창전동,서울특별시 마포구 와우산로 116,126.926261618592,37.5530902065995
카페니타,음식,비알코올 ,카페,서울특별시,마포구,서교동,서교동,서울특별시 마포구 와우산로29라길 20,126.926810829439,37.5550414451923
생기,음식,한식,백반/한정식,서울특별시,마포구,서교동,서교동,서울특별시 마포구 와우산로 137,126.928593589656,37.5538412330952
박네,음식,서양식,경양식,서울특별시,마포구,서교동,노고산동,서울특별시 마포구 신촌로12길 35,126.93273287166,37.5548428350787
리릭스커피컴퍼니,음식,비알코올 ,카페,서울특별시,마포구,대흥동,노고산동,서울특별시 마포구 신촌로 116,126.938577152258,37.5553370295458
로익스커피,음식,비알코올 ,카페,서울특별시,마포구,신수동,신수동,서울특별시 마포구 광성로 31-1,126.936593865739,37.5499489821415
치치,음식,주점,요리 주점,서울특별시,마포구,서교동,서교동,서울특별시 마포구 와우산로18길 16,126.923871081171,37.5509059474851
일구칠칠,음식,한식,백반/한정식,서울특별시,마포구,서교동,서교동,서울특별시 마포구 와우산로29길 4-40,126.929343882533,37.5551905882302
벤더,음식,기타 간이,빵/도넛,서울특별시,마포구,서강동,상수동,서울특별시 마포구 와우산로14길 4,126.923351426276,37.5500542327251
김씨네,음식,일식,일식 회/초밥,서울특별시,마포구,서교동,노고산동,서울특별시 마포구 신촌로14안길 11,126.933724451531,37.5543562223585
배스킨라빈스서강신수점,음식,기타 간이,아이스크림/빙수,서울특별시,마포구,대흥동,신수동,서울특별시 마포구 백범로 71,126.939752746503,37.549049317652
어텐션,음식,주점,요리 주점,서울특별시,마포구,서교동,서교동,서울특별시 마포구 와우산로17길 11,126.922388955698,37.5500905044162
로스팅마스터즈,음식,비알코올 ,카페,서울특별시,마포구,염리동,염리동,서울특별시 마포구 백범로26길 2,126.946148043437,37.545745685044
이랜드이츠피자몰,음식,기타 간이,피자,서울특별시,마포구,서교동,노고산동,서울특별시 마포구 신촌로 94,126.935978990943,37.5549892689804
버저비터바스켓,음식,기타 간이,피자,서울특별시,서대문구,신촌동,대현동,서울특별시 서대문구 신촌역로 22-5,126.943020013663,37.5588999547767
줄라이13,음식,서양식,경양식,서울특별시,마포구,서교동,서교동,서울특별시 마포구 와우산로15길 37,126.921465602869,37.5489828051328
벨르,음식,기타 간이,피자,서울특별시,서대문구,신촌동,대현동,서울특별시 서대문구 신촌로 149,126.942436529722,37.5569394726091
라운딩,음식,주점,요리 주점,서울특별시,서대문구,신촌동,대현동,서울특별시 서대문구 신촌로 155,126.943228823787,37.5569375565022
열정도쭈꾸미,음식,한식,해산물 구이/찜,서울특별시,용산구,원효로1동,원효로1가,서울특별시 용산구 백범로87길 40,126.968930127015,37.5390177886157
투다리상수점,음식,주점,요리 주점,서울특별시,마포구,서강동,상수동,서울특별시 마포구 와우산로 30,126.923155535812,37.5471510975314
경성꽈배기,음식,기타 간이,빵/도넛,서울특별시,마포구,대흥동,대흥동,서울특별시 마포구 백범로16길 1,126.942652838524,37.5472371988338
플로어칠,음식,일식,일식 회/초밥,서울특별시,마포구,서교동,서교동,서울특별시 마포구 와우산로35길 75,126.926723549171,37.5563922106294
벨로스테이,음식,주점,요리 주점,서울특별시,마포구,서강동,상수동,서울특별시 마포구 와우산로 15-7,126.922448487518,37.5459552740068
카에데,음식,일식,일식 회/초밥,서울특별시,마포구,염리동,공덕동,서울특별시 마포구 백범로 152,126.948244432259,37.544737188609
철부지,음식,비알코올 ,카페,서울특별시,마포구,서교동,동교동,서울특별시 마포구 와우산로32길 25,126.931568320621,37.5547602191862
이찬스타쿠미주방,음식,일식,일식 회/초밥,서울특별시,서대문구,신촌동,창천동,서울특별시 서대문구 신촌로 83,126.935827820491,37.556069154454
할매순대국,음식,한식,국/탕/찌개류,서울특별시,마포구,대흥동,대흥동,서울특별시 마포구 대흥로 84,126.941790463493,37.5474006711539
아일랑트,음식,비알코올 ,카페,서울특별시,마포구,서교동,서교동,서울특별시 마포구 와우산로21길 19-19,126.922639909319,37.5515254475486
명장,음식,중식,중국집,서울특별시,마포구,서강동,상수동,서울특별시 마포구 와우산로 39-5,126.922509828687,37.5479831742079
원푸드,음식,한식,백반/한정식,서울특별시,마포구,대흥동,노고산동,서울특별시 마포구 백범로1길 60,126.93993371806,37.5554483317608
예쁜술집예술,음식,동남아시아,베트남식 전문,서울특별시,마포구,서교동,서교동,서울특별시 마포구 와우산로29바길 11,126.92617679654,37.5558466156143
비원,음식,주점,무도 유흥 주점,서울특별시,마포구,서교동,서교동,서울특별시 마포구 와우산로17길 6,126.922658324534,37.5502461393224
굽네치킨,음식,기타 간이,치킨,서울특별시,마포구,염리동,염리동,서울특별시 마포구 신촌로 196,126.947330404805,37.5566227916888
밥아저씨,음식,한식,백반/한정식,서울특별시,마포구,서교동,서교동,서울특별시 마포구 와우산로29길 4-26,126.929583974512,37.5550215676908
라밥,음식,기타 간이,김밥/만두/분식,서울특별시,마포구,대흥동,대흥동,서울특별시 마포구 신촌로 170,126.944357689968,37.5563439582418
파란만잔,음식,서양식,경양식,서울특별시,마포구,용강동,대흥동,서울특별시 마포구 대흥로 60,126.940186072858,37.5456202398932
세끼김밥,음식,기타 간이,그 외 기타 간이 음식점,서울특별시,마포구,대흥동,대흥동,서울특별시 마포구 백범로 82-1,126.940636788411,37.5481562113244
나주골,음식,한식,백반/한정식,서울특별시,마포구,염리동,염리동,서울특별시 마포구 백범로25길 7,126.946330506924,37.546450126271
티12,음식,주점,요리 주점,서울특별시,마포구,서교동,서교동,서울특별시 마포구 와우산로19길 15,126.922260362344,37.5511615678637
브리즈커피살롱,음식,비알코올 ,카페,서울특별시,용산구,원효로1동,원효로1가,서울특별시 용산구 백범로87길 25,126.968244687276,37.5386694046081
위키드푸드시스템마녀찜닭,음식,한식,닭/오리고기 구이/찜,서울특별시,마포구,서교동,서교동,서울특별시 마포구 와우산로19길 26,126.921725148884,37.5513909515308
마깐,음식,한식,백반/한정식,서울특별시,서대문구,신촌동,대현동,서울특별시 서대문구 신촌역로 12,126.943058810025,37.5577559812192
아현포차,음식,주점,일반 유흥 주점,서울특별시,마포구,아현동,아현동,서울특별시 마포구 신촌로30길 9,126.952186256497,37.5565939032607
경양카츠상수점,음식,일식,일식 카레/돈가스/덮밥,서울특별시,마포구,서강동,상수동,서울특별시 마포구 와우산로 25,126.922696932196,37.5467774876907
신세계푸드노브랜드버거,음식,기타 간이,버거,서울특별시,서대문구,신촌동,창천동,서울특별시 서대문구 신촌로 73,126.934500325448,37.5563004624862
락소울윙,음식,서양식,경양식,서울특별시,마포구,서교동,서교동,서울특별시 마포구 와우산로21길 26,126.922546950554,37.5524797010991
프라이빗,음식,주점,요리 주점,서울특별시,마포구,서교동,서교동,서울특별시 마포구 와우산로 71,126.922830427264,37.5508694269235
히메시야,음식,일식,일식 회/초밥,서울특별시,마포구,서교동,서교동,서울특별시 마포구 와우산로29마길 7,126.926768611096,37.5556177265685
진담풍국면현대백화점,음식,한식,국수/칼국수,서울특별시,서대문구,신촌동,창천동,서울특별시 서대문구 신촌로 83,126.935827820491,37.556069154454
더치앤빈서울창업,음식,비알코올 ,카페,서울특별시,마포구,아현동,공덕동,서울특별시 마포구 백범로31길 21,126.950571598443,37.5474430008714
켈리스,음식,주점,요리 주점,서울특별시,마포구,대흥동,대흥동,서울특별시 마포구 신촌로 170,126.944357689968,37.5563439582418
아현수산,음식,한식,횟집,서울특별시,마포구,아현동,아현동,서울특별시 마포구 신촌로32길 5,126.953349225437,37.556793437333
도토리&다람쥐,음식,비알코올 ,카페,서울특별시,마포구,서강동,창전동,서울특별시 마포구 와우산로 144-6,126.929397165165,37.5538395120041
뉴블랙,음식,주점,요리 주점,서울특별시,마포구,서교동,서교동,서울특별시 마포구 와우산로21길 31-10,126.921828312819,37.5520856939878
엠프티플레이트,음식,서양식,경양식,서울특별시,마포구,서강동,상수동,서울특별시 마포구 와우산로 39-12,126.922495271201,37.5482083013671
킹콩부대찌개마포대흥오남매,음식,한식,국/탕/찌개류,서울특별시,마포구,염리동,염리동,서울특별시 마포구 백범로 134,126.945703586773,37.5459669779099
미드데이나잇12,음식,비알코올 ,카페,서울특별시,서대문구,북아현동,북아현동,서울특별시 서대문구 신촌로 215-2,126.949890306104,37.5572853269405
강수곱창,음식,한식,곱창 전골/구이,서울특별시,마포구,서교동,서교동,서울특별시 마포구 와우산로21길 36-12,126.922121254739,37.5529623768247
산울림,음식,비알코올 ,카페,서울특별시,마포구,서교동,서교동,서울특별시 마포구 와우산로 157,126.930092565368,37.5550712295609
아워홈에쓰오일,음식,구내식당·뷔페,구내식당,서울특별시,마포구,공덕동,공덕동,서울특별시 마포구 백범로 192,126.951603888541,37.5432262811604
해미소참치,음식,일식,일식 회/초밥,서울특별시,마포구,공덕동,신공덕동,서울특별시 마포구 백범로 202,126.952446717884,37.5428373024369
카페마지오,음식,비알코올 ,카페,서울특별시,서대문구,신촌동,대현동,서울특별시 서대문구 신촌로 171,126.944994351959,37.55694433572
젤라또민구,음식,기타 간이,아이스크림/빙수,서울특별시,마포구,서교동,서교동,서울특별시 마포구 와우산로21길 14,126.923146823989,37.5524761633888
카페낭만적,음식,비알코올 ,카페,서울특별시,마포구,서교동,동교동,서울특별시 마포구 신촌로6길 18,126.9297647332,37.5566270565321
쉬즈베이글,음식,비알코올 ,카페,서울특별시,마포구,서교동,서교동,서울특별시 마포구 와우산로23길 9,126.924366793098,37.5534243648617
홍대씨부엉,음식,기타 간이,김밥/만두/분식,서울특별시,마포구,서교동,서교동,서울특별시 마포구 와우산로21길 28-6,126.922364468861,37.552577150031
카페무탈,음식,비알코올 ,카페,서울특별시,마포구,서교동,서교동,서울특별시 마포구 와우산로21길 20-11,126.922678202473,37.5527962625554
빅베어브레드,음식,기타 간이,빵/도넛,서울특별시,마포구,신수동,신수동,서울특별시 마포구 광성로6안길 16,126.937878471181,37.5487441394578
인간실격,음식,한식,백반/한정식,서울특별시,마포구,서강동,상수동,서울특별시 마포구 와우산로3길 8,126.922433800702,37.5461894104577
술탄하우스,음식,비알코올 ,카페,서울특별시,마포구,대흥동,대흥동,서울특별시 마포구 백범로 89-4,126.941721022564,37.5483101007281
용궁설렁탕,음식,한식,국/탕/찌개류,서울특별시,마포구,대흥동,신수동,서울특별시 마포구 백범로 48,126.937946367521,37.5503395927365
홍두깨칼국수,음식,한식,국수/칼국수,서울특별시,마포구,대흥동,노고산동,서울특별시 마포구 백범로1길 10,126.937743768036,37.5542482862191
이대마라탕,음식,중식,마라탕/훠궈,서울특별시,서대문구,신촌동,대현동,서울특별시 서대문구 신촌역로 23,126.942434078324,37.5587144996336
산장,음식,주점,요리 주점,서울특별시,마포구,서교동,서교동,서울특별시 마포구 와우산로18길 10,126.923592464865,37.5506060646718
토모토카레,음식,일식,일식 회/초밥,서울특별시,마포구,서교동,서교동,서울특별시 마포구 와우산로29길 27,126.928326701082,37.5550912558503
가이오국수,음식,한식,국수/칼국수,서울특별시,마포구,서강동,창전동,서울특별시 마포구 와우산로 150,126.929843369568,37.5542940770504
정통집,음식,한식,백반/한정식,서울특별시,마포구,서교동,서교동,서울특별시 마포구 와우산로19길 27,126.92164879438,37.5511920255146
말릭,음식,비알코올 ,카페,서울특별시,마포구,서교동,서교동,서울특별시 마포구 와우산로29바길 20,126.925694328499,37.5555538939922
홀리앤졸리홍대,음식,기타 간이,빵/도넛,서울특별시,마포구,서교동,서교동,서울특별시 마포구 와우산로27길 64,126.925255706347,37.555360683848
밤과음악사이가요리믹스부산,음식,주점,요리 주점,서울특별시,마포구,서교동,서교동,서울특별시 마포구 와우산로17길 5,126.922615785599,37.5500565328271
칼디커피,음식,비알코올 ,카페,서울특별시,마포구,서교동,서교동,서울특별시 마포구 와우산로29길 54,126.927284387468,37.5559557984227
더탄두르,음식,동남아시아,베트남식 전문,서울특별시,마포구,서교동,서교동,서울특별시 마포구 와우산로27길 27,126.926799049879,37.5542844650434
국민우유집,음식,비알코올 ,카페,서울특별시,마포구,서교동,노고산동,서울특별시 마포구 신촌로12길 23,126.932691341509,37.5553740731171
메가엠지씨커피마포아트,음식,비알코올 ,카페,서울특별시,마포구,대흥동,대흥동,서울특별시 마포구 대흥로20길 28,126.945581887909,37.5497863084773
통큰갈비,음식,한식,돼지고기 구이/찜,서울특별시,마포구,염리동,염리동,서울특별시 마포구 백범로 123,126.944922229181,37.5468069781233
트리라운지,음식,한식,백반/한정식,서울특별시,서대문구,신촌동,대현동,서울특별시 서대문구 신촌역로 9,126.942608684632,37.5575717426905
본비케이크,음식,기타 간이,빵/도넛,서울특별시,마포구,서교동,동교동,서울특별시 마포구 신촌로10길 16,126.931810334021,37.5560418853075
동경,음식,주점,일반 유흥 주점,서울특별시,서대문구,신촌동,창천동,서울특별시 서대문구 신촌로 17,126.928995273287,37.5581968975094
통뼈감자탕,음식,한식,국/탕/찌개류,서울특별시,마포구,서교동,서교동,서울특별시 마포구 와우산로 61,126.922876561952,37.5500228704856
띵크테이블,음식,비알코올 ,카페,서울특별시,마포구,서교동,서교동,서울특별시 마포구 와우산로19길 6-5,126.922799108196,37.5514728377169
서우,음식,주점,요리 주점,서울특별시,용산구,용문동,용문동,서울특별시 용산구 백범로74길 13,126.963161128151,37.5380662306277
플래그로,음식,비알코올 ,카페,서울특별시,마포구,서강동,당인동,서울특별시 마포구 와우산로3길 37,126.920924348719,37.5457070845802
키프디벨롭먼트,음식,비알코올 ,카페,서울특별시,마포구,신수동,신수동,서울특별시 마포구 대흥로9길 33,126.937123305851,37.5453404183398
카페캠퍼,음식,비알코올 ,카페,서울특별시,마포구,서강동,상수동,서울특별시 마포구 와우산로 94,126.92492187127,37.5526004641485
명성관,음식,주점,요리 주점,서울특별시,마포구,서강동,상수동,서울특별시 마포구 와우산로3길 32,126.921203975108,37.5459348997585
댓커피,음식,비알코올 ,카페,서울특별시,마포구,대흥동,노고산동,서울특별시 마포구 백범로1길 60,126.93993371806,37.5554483317608
맘스터치,음식,기타 간이,버거,서울특별시,서대문구,신촌동,대현동,서울특별시 서대문구 신촌로 169-1,126.944745512129,37.5569331014692
윗유어스김숙성,음식,한식,백반/한정식,서울특별시,마포구,신수동,신수동,서울특별시 마포구 광성로6길 14,126.938324953822,37.5491806546374
잭아저씨족발,음식,한식,족발/보쌈,서울특별시,서대문구,신촌동,창천동,서울특별시 서대문구 신촌로11길 12,126.932993438974,37.5572059140642
마부마라탕,음식,중식,마라탕/훠궈,서울특별시,마포구,염리동,공덕동,서울특별시 마포구 백범로 152,126.948244432259,37.544737188609
사보타지,음식,주점,요리 주점,서울특별시,마포구,서교동,서교동,서울특별시 마포구 와우산로17길 22,126.921786635533,37.5502652135896
짝태앤노가리,음식,주점,요리 주점,서울특별시,마포구,서교동,동교동,서울특별시 마포구 신촌로 60,126.93249588477,37.5563814704305
비로소커피,음식,비알코올 ,카페,서울특별시,마포구,신수동,신수동,서울특별시 마포구 광성로6길 42,126.939188809358,37.5481161799385
울리에,음식,기타 간이,빵/도넛,서울특별시,서대문구,신촌동,대현동,서울특별시 서대문구 신촌역로 22-5,126.943020013663,37.5588999547767
여우골초밥,음식,일식,일식 회/초밥,서울특별시,마포구,서교동,서교동,서울특별시 마포구 와우산로19길 9,126.922634429538,37.5511199297484
영원애프앤비,음식,비알코올 ,카페,서울특별시,서대문구,신촌동,창천동,서울특별시 서대문구 신촌로 25,126.92960947412,37.5579862182261
턴테이블,음식,주점,요리 주점,서울특별시,마포구,서교동,서교동,서울특별시 마포구 와우산로35길 11,126.929880497028,37.5556549833087
코나엠에스,음식,서양식,경양식,서울특별시,마포구,서교동,노고산동,서울특별시 마포구 신촌로14길 30,126.933174336398,37.5548378144798
레몬,음식,주점,요리 주점,서울특별시,마포구,서교동,서교동,서울특별시 마포구 와우산로 77,126.923060926527,37.5513671013474
차돌남,음식,한식,돼지고기 구이/찜,서울특별시,용산구,원효로1동,원효로1가,서울특별시 용산구 백범로90라길 19,126.968543691376,37.5383206092228
멘타카무쇼,음식,동남아시아,베트남식 전문,서울특별시,마포구,서강동,상수동,서울특별시 마포구 와우산로13길 49-10,126.921102973578,37.5482316290834
잭슨피자,음식,기타 간이,피자,서울특별시,마포구,아현동,공덕동,서울특별시 마포구 백범로31길 7,126.948679005411,37.5452186111812
또보겠지스마일,음식,기타 간이,김밥/만두/분식,서울특별시,마포구,서교동,서교동,서울특별시 마포구 와우산로29길 14-8,126.929187129505,37.555072031517
함루,음식,일식,일식 회/초밥,서울특별시,마포구,아현동,공덕동,서울특별시 마포구 백범로 170,126.949246587895,37.5442865791136
바른치킨삼각지점,음식,기타 간이,치킨,서울특별시,용산구,한강로동,한강로1가,서울특별시 용산구 백범로99가길 3,126.971890347098,37.5360431180869
고고스,음식,주점,요리 주점,서울특별시,마포구,서교동,서교동,서울특별시 마포구 와우산로17길 12,126.922307152351,37.550269965729
고요,음식,주점,요리 주점,서울특별시,마포구,서강동,상수동,서울특별시 마포구 와우산로3길 8,126.922433800702,37.5461894104577
코하루야,음식,주점,일반 유흥 주점,서울특별시,마포구,서교동,서교동,서울특별시 마포구 와우산로29길 4-40,126.929343882533,37.5551905882302
갤러리카페바이아스,음식,비알코올 ,카페,서울특별시,마포구,서교동,서교동,서울특별시 마포구 와우산로35길 53,126.92791126845,37.5564390432423
롤러프레시,음식,일식,일식 회/초밥,서울특별시,서대문구,신촌동,창천동,서울특별시 서대문구 신촌로 83,126.935827820491,37.556069154454
더피자보이즈,음식,기타 간이,피자,서울특별시,마포구,서교동,서교동,서울특별시 마포구 와우산로29마길 24-1,126.9260490157,37.5552868090668
이삭토스트,음식,기타 간이,토스트/샌드위치/샐러드,서울특별시,마포구,서교동,서교동,서울특별시 마포구 와우산로 93,126.9239576844,37.5527538679133
스핀오프,음식,비알코올 ,카페,서울특별시,마포구,서교동,서교동,서울특별시 마포구 와우산로 161,126.930314899925,37.5553525663888
베이커리카페가연,음식,기타 간이,김밥/만두/분식,서울특별시,마포구,대흥동,대흥동,서울특별시 마포구 대흥로 112,126.943515203972,37.5494795011532
진저,음식,기타 간이,그 외 기타 간이 음식점,서울특별시,서대문구,신촌동,대현동,서울특별시 서대문구 신촌역로 22-5,126.943020013663,37.5588999547767
슈퍼원에프앤비,음식,기타 간이,치킨,서울특별시,마포구,서교동,서교동,서울특별시 마포구 와우산로29길 14-7,126.928993462397,37.5551603788288
카페사뚜,음식,비알코올 ,카페,서울특별시,서대문구,신촌동,창천동,서울특별시 서대문구 신촌로11길 61,126.934381849391,37.5590565741094
엘브라더스코키펍,음식,주점,요리 주점,서울특별시,마포구,서교동,서교동,서울특별시 마포구 와우산로21길 19-8,126.92267739132,37.5520664132473
원오브씨,음식,비알코올 ,카페,서울특별시,서대문구,신촌동,창천동,서울특별시 서대문구 신촌로3길 5,126.928823199614,37.5583575234447
하지,음식,한식,백반/한정식,서울특별시,마포구,서강동,상수동,서울특별시 마포구 와우산로 15-5,126.922573081452,37.5459474005684
불향쭈꾸미,음식,한식,해산물 구이/찜,서울특별시,마포구,서교동,서교동,서울특별시 마포구 와우산로29마길 7-8,126.926908283822,37.5553486843466
히카리우동,음식,일식,일식 면 요리,서울특별시,용산구,효창동,효창동,서울특별시 용산구 백범로 280,126.960266259947,37.5395635418889
마포광안리,음식,한식,백반/한정식,서울특별시,마포구,대흥동,대흥동,서울특별시 마포구 대흥로20안길 7,126.944300048962,37.5500001147389
홍익닭한마리,음식,한식,닭/오리고기 구이/찜,서울특별시,마포구,서교동,서교동,서울특별시 마포구 와우산로29라길 20,126.926810829439,37.5550414451923
오븐마루서강대점,음식,기타 간이,치킨,서울특별시,마포구,대흥동,대흥동,서울특별시 마포구 대흥로 116-6,126.944121032511,37.5498543473728
크로플덕오리아가씨,음식,기타 간이,그 외 기타 간이 음식점,서울특별시,서대문구,신촌동,대현동,서울특별시 서대문구 신촌역로 33,126.94170788317,37.5588431483882
한돌개발홍대제2기숙사학생식당,음식,구내식당·뷔페,구내식당,서울특별시,마포구,서강동,상수동,서울특별시 마포구 와우산로 94,126.92492187127,37.5526004641485
컴포즈커피마포,음식,비알코올 ,카페,서울특별시,마포구,염리동,염리동,서울특별시 마포구 백범로 133,126.945959011683,37.5463116542925
파스타리코,음식,서양식,파스타/스테이크,서울특별시,서대문구,신촌동,대현동,서울특별시 서대문구 신촌역로 23,126.942434078324,37.5587144996336
신의주찹쌀순대,음식,한식,국/탕/찌개류,서울특별시,마포구,염리동,염리동,서울특별시 마포구 신촌로 190,126.946685610225,37.5565990201342
탐앤탐스용산문배점,음식,비알코올 ,카페,서울특별시,용산구,원효로1동,문배동,서울특별시 용산구 백범로90길 26,126.96843175419,37.5365896249068
수렴푸드,음식,한식,백반/한정식,서울특별시,마포구,서교동,서교동,서울특별시 마포구 와우산로19길 15,126.922260362344,37.5511615678637
1976샤브샤브,음식,한식,국/탕/찌개류,서울특별시,마포구,서강동,상수동,서울특별시 마포구 와우산로 39-13,126.922259596254,37.5480709944371
김재운초밥사랑,음식,일식,일식 회/초밥,서울특별시,마포구,아현동,공덕동,서울특별시 마포구 백범로 170,126.949246587895,37.5442865791136
메가엠지씨커피창천점,음식,비알코올 ,카페,서울특별시,서대문구,신촌동,창천동,서울특별시 서대문구 신촌로 19,126.929154353278,37.5581532885372
아올,음식,비알코올 ,카페,서울특별시,마포구,서교동,서교동,서울특별시 마포구 와우산로29마길 26-1,126.925937662464,37.5551596506344
살리다,음식,비알코올 ,카페,서울특별시,마포구,서교동,노고산동,서울특별시 마포구 신촌로12다길 8,126.932992119239,37.5549172614504
타로야,음식,일식,일식 회/초밥,서울특별시,마포구,서강동,상수동,서울특별시 마포구 와우산로 50,126.923221821409,37.5488366470082
콜린스커피,음식,비알코올 ,카페,서울특별시,마포구,서교동,노고산동,서울특별시 마포구 신촌로12가길 18,126.933502526876,37.5556336945026
빅스페이스,음식,비알코올 ,카페,서울특별시,마포구,대흥동,노고산동,서울특별시 마포구 신촌로 128,126.939952266975,37.5557368311778
포도원삼계탕,음식,한식,국/탕/찌개류,서울특별시,마포구,대흥동,대흥동,서울특별시 마포구 대흥로 80-5,126.941769361454,37.5472923570401
마포야시장,음식,주점,요리 주점,서울특별시,마포구,대흥동,대흥동,서울특별시 마포구 백범로 82,126.940577184787,37.5475699996142
작당모의,음식,한식,백반/한정식,서울특별시,마포구,서교동,동교동,서울특별시 마포구 와우산로37길 1,126.930626351334,37.5557338243448
바른,음식,기타 간이,치킨,서울특별시,마포구,염리동,공덕동,서울특별시 마포구 백범로 152,126.948244432259,37.544737188609
카페이유,음식,비알코올 ,카페,서울특별시,마포구,서교동,서교동,서울특별시 마포구 와우산로29마길 7-8,126.926908283822,37.5553486843466
문배동전사무소,음식,비알코올 ,카페,서울특별시,용산구,원효로1동,문배동,서울특별시 용산구 백범로90라길 28,126.969131272493,37.5383798028674
마시타야,음식,일식,일식 회/초밥,서울특별시,마포구,서교동,서교동,서울특별시 마포구 와우산로29라길 26,126.926610366316,37.5548143630425
오사카푸드,음식,일식,일식 회/초밥,서울특별시,서대문구,신촌동,대현동,서울특별시 서대문구 신촌역로 22-5,126.943020013663,37.5588999547767
손기,음식,비알코올 ,카페,서울특별시,마포구,서교동,노고산동,서울특별시 마포구 신촌로12길 19,126.932724005763,37.5554644723659
원효로돈가스,음식,서양식,경양식,서울특별시,용산구,원효로1동,원효로1가,서울특별시 용산구 백범로 323-1,126.964988624094,37.5384697118053
오제키,음식,일식,일식 회/초밥,서울특별시,마포구,서교동,서교동,서울특별시 마포구 와우산로29바길 12,126.925983511891,37.5559079302454
톤앤매너,음식,비알코올 ,카페,서울특별시,마포구,서교동,서교동,서울특별시 마포구 와우산로29가길 13,126.928678186065,37.5542564789553
유어컴파니,음식,한식,돼지고기 구이/찜,서울특별시,용산구,한강로동,한강로1가,서울특별시 용산구 백범로99길 50,126.972230621123,37.5359830069283
바우,음식,비알코올 ,카페,서울특별시,마포구,서교동,서교동,서울특별시 마포구 와우산로29라길 7,126.927393854679,37.5554251797963
홍원,음식,중식,중국집,서울특별시,마포구,대흥동,신수동,서울특별시 마포구 백범로 23,126.937543279963,37.552426380667
돈카츠준,음식,일식,일식 회/초밥,서울특별시,마포구,공덕동,신공덕동,서울특별시 마포구 백범로 205,126.954115220636,37.5440955322874
아비아채서울,음식,비알코올 ,카페,서울특별시,마포구,서교동,동교동,서울특별시 마포구 와우산로37길 52,126.928322496743,37.5569653794104
나도람키친,음식,기타 간이,그 외 기타 간이 음식점,서울특별시,마포구,서교동,서교동,서울특별시 마포구 와우산로29길 56-10,126.927347766233,37.5562717379709
렌게,음식,일식,일식 회/초밥,서울특별시,마포구,서교동,노고산동,서울특별시 마포구 신촌로12길 31,126.932720141945,37.5549418343849
열정도쭈꾸미별관,음식,한식,해산물 구이/찜,서울특별시,용산구,원효로1동,원효로1가,서울특별시 용산구 백범로87길 32-1,126.968684196015,37.538799390224
그녀의밥상,음식,한식,백반/한정식,서울특별시,마포구,서교동,서교동,서울특별시 마포구 와우산로21길 36-4,126.922014194031,37.5525379109244
감탄愛,음식,한식,백반/한정식,서울특별시,마포구,서교동,노고산동,서울특별시 마포구 신촌로14안길 17,126.934042718018,37.5542599818183
공룡통닭,음식,기타 간이,치킨,서울특별시,마포구,대흥동,대흥동,서울특별시 마포구 신촌로 170,126.944357689968,37.5563439582418
와이엔컨설팅,음식,한식,백반/한정식,서울특별시,마포구,신수동,현석동,서울특별시 마포구 신수로2길 6,126.934443608318,37.5420004334903
필희,음식,한식,백반/한정식,서울특별시,용산구,원효로1동,원효로1가,서울특별시 용산구 백범로81길 2,126.965158333453,37.5384711991744
둥지닭볶음탕,음식,한식,백반/한정식,서울특별시,마포구,서교동,서교동,서울특별시 마포구 와우산로29마길 16,126.926408295579,37.5554883052237
우와,음식,일식,일식 회/초밥,서울특별시,마포구,서교동,서교동,서울특별시 마포구 와우산로21길 21-16,126.92215112532,37.5516741632216
토이토이토이&토마스커피랩,음식,비알코올 ,카페,서울특별시,마포구,서교동,동교동,서울특별시 마포구 신촌로4길 5,126.92869810383,37.5576085260005
용산양꼬치,음식,중식,중국집,서울특별시,용산구,한강로동,한강로1가,서울특별시 용산구 백범로99길 60,126.972798649598,37.53581675067
뜸들이다,음식,한식,백반/한정식,서울특별시,마포구,대흥동,노고산동,서울특별시 마포구 백범로1길 3,126.937334080538,37.5544067867867
시그니처랩,음식,서양식,경양식,서울특별시,서대문구,신촌동,창천동,서울특별시 서대문구 신촌로 83,126.935827820491,37.556069154454
막퍼주는집,음식,기타 간이,김밥/만두/분식,서울특별시,서대문구,신촌동,대현동,서울특별시 서대문구 신촌역로 22-5,126.943020013663,37.5588999547767
데이브삼촌네,음식,기타 간이,그 외 기타 간이 음식점,서울특별시,용산구,원효로1동,원효로1가,서울특별시 용산구 백범로79다길 27,126.966541489069,37.5415558742242
